bigram,frequency
ресурсы демографическое,1
наши ожидания,1
демографическое развитие,1
смелые наши,1
самые смелые,1
превосходит самые,1
результат превосходит,1
работают результат,1
семей работают,1
именно меры,1
обратного именно,1
доказательство обратного,1
прямое доказательство,1
видим прямое,1
практике видим,1
однако практике,1
нецелесообразно однако,1
развитие нецелесообразно,1
поддержки связи,1
необходимым сентября,1
сентября ввести,1
студентам второго,1
дать возможность,1
нужно дать,1
считаю нужно,1
запросы считаю,1
реагировать запросы,1
быстро реагировать,1
гибко быстро,1
должна гибко,1
школа должна,1
высшая школа,1
существующим высшая,1
требования существующим,1
усложняются требования,1
профессии усложняются,1
новые профессии,1
возможность студентам,1
второго курса,1
постоянно появляются,1
курса выбирать,1
талантливые достойные,1
сделать талантливые,1
это сделать,1
нужно это,1
наладить нужно,1
просто наладить,1
это просто,1
профессии это,1
смежные профессии,1
включая смежные,1
обучения включая,1
программу обучения,1
направление программу,1
новое направление,1
выбирать новое,1
появляются новые,1
меняется постоянно,1
люди играли,1
повышения квалификации,1
постоянной подготовки,1
системы постоянной,1
инфраструктуры системы,1
социальной инфраструктуры,1
исследовательской социальной,1
учебной исследовательской,1
укрепление учебной,1
включая укрепление,1
регионах включая,1
вузов регионах,1
университетов вузов,1
развитием университетов,1
заняться развитием,1
работодателей заняться,1
бизнеса работодателей,1
подготовки повышения,1
квалификации преподавателей,1
динамично меняется,1
преподавателей региональных,1
труда динамично,1
рынок труда,1
родине рынок,1
малой родине,1
своей малой,1
карьеру своей,1
успешную карьеру,1
начать успешную,1
знания начать,1
современные знания,1
получать современные,1
могли получать,1
студенты могли,1
вузов студенты,1
региональных вузов,1
достойные люди,1
играли значимую,1
ввести специальную,1
программам специализированной,1
здравоохранения особенности,1
системе здравоохранения,1
всей системе,1
принадлежит всей,1
вклад принадлежит,1
значимый вклад,1
конечно значимый,1
жизни конечно,1
образа жизни,1
здорового образа,1
ценностей здорового,1
продвижения ценностей,1
спорта продвижения,1
массового спорта,1
развития массового,1
особенности программам,1
специализированной числе,1
изменений стране,1
числе высокотехнологичной,1
исторического минимума,1
достиг исторического,1
россии достиг,1
смертности россии,1
младенческой смертности,1
уровень младенческой,1
здоровья уровень,1
детского здоровья,1
материнского детского,1
детства материнского,1
материнства детства,1
охране материнства,1
также охране,1
помощи также,1
высокотехнологичной помощи,1
стране развития,1
экономических изменений,1
значимую лидерскую,1
постоянно развиваться,1
олимпиад эта,1
конкурсов олимпиад,1
участниками конкурсов,1
стали участниками,1
человек стали,1
миллиона человек,1
возможностей миллиона,1
страна возможностей,1
россия страна,1
проект россия,1
запустили проект,1
развитии запустили,1
национальном развитии,1
роль национальном,1
лидерскую роль,1
система постоянно,1
развиваться дальше,1
социальных экономических,1
дальше уважаемые,1
результат социальных,1
это результат,1
году это,1
лет больше,1
восемь лет,1
года восемь,1
превысила года,1
россии превысила,1
жизни россии,1
продолжительность жизни,1
ожидаемая продолжительность,1
истории ожидаемая,1
впервые истории,1
году впервые,1
коллеги прошлом,1
участием бизнеса,1
серьезно участием,1
приема серьезно,1
параметры уровню,1
внимание том,1
заострял внимание,1
жизни заострял,1
практике жизни,1
происходит практике,1
посмотрю происходит,1
обязательно посмотрю,1
внимание обязательно,1
это ваше,1
обращаю это,1
коллеги обращаю,1
сохранены уважаемые,1
должны сохранены,1
руководство должны,1
классное руководство,1
том параметры,1
уровню зарплат,1
региональные выплаты,1
зарплат учителей,1
теме случайно,1
обращаюсь теме,1
постоянно обращаюсь,1
то постоянно,1
соблюдаться то,1
строго соблюдаться,1
должны строго,1
года должны,1
указах года,1
майских указах,1
заданные майских,1
целом заданные,1
бюджетников целом,1
врачей бюджетников,1
учителей врачей,1
выплаты классное,1
действующие региональные,1
цифры приема,1
понимают всетаки,1
присутствующие зале,1
регионов присутствующие,1
обязанность регионов,1
это обязанность,1
споров это,1
бюджета споров,1
средств федерального,1
счет средств,1
рублей счет,1
пяти тысяч,1
размере менее,1
руководителям размере,1
классным руководителям,1
доплату классным,1
специальную доплату,1
это понимают,1
всетаки такое,1
внимание действующие,1
такое классный,1
это внимание,1
обратить это,1
хочу обратить,1
разумеется хочу,1
собой разумеется,1
само собой,1
но само,1
функция но,1
федеральная функция,1
всетаки федеральная,1
это всетаки,1
воспитатель это,1
это воспитатель,1
руководитель это,1
классный руководитель,1
случайно держать,1
держать вопрос,1
вопрос контроле,1
важно приоритетном,1
скажу дальше,1
то скажу,1
и то,1
причем и,1
вузах причем,1
мест вузах,1
количество бюджетных,1
увеличивать количество,1
ежегодно увеличивать,1
предлагаю ежегодно,1
образования связи,1
высшего образования,1
очного высшего,1
бесплатного очного,1
доступность бесплатного,1
дальше чрезвычайно,1
порядке отдавать,1
контроле то,1
отдавать места,1
увеличивать цифры,1
просто увеличивать,1
необходимо просто,1
естественно необходимо,1
инженеров естественно,1
педагогов инженеров,1
врачей педагогов,1
хватает врачей,1
территории хватает,1
те территории,1
именно те,1
вузы именно,1
региональные вузы,1
именно региональные,1
места именно,1
справедливую доступность,1
равную справедливую,1
сохранить равную,1
важно сохранить,1
которые работают,1
специалистах которые,1
людях специалистах,1
идет людях,1
подчеркну речь,1
делать подчеркну,1
темы делать,1
съехать темы,1
соблазн съехать,1
появляется соблазн,1
знают появляется,1
это знают,1
сидящие зале,1
многие сидящие,1
то многие,1
работают важнейших,1
важнейших общества,1
общества страны,1
годы число,1
нам важно,1
учетом нам,1
расти учетом,1
школ расти,1
выпускников школ,1
число выпускников,1
ближайшие годы,1
страны сферах,1
справедливо ближайшие,1
достойно справедливо,1
оплачиваться достойно,1
должен оплачиваться,1
труд должен,1
сферах труд,1
кремль января,1
