trigram,frequency
разным оценкам порядка,1
причем разным оценкам,1
семей причем разным,1
наших граждан семей,1
доходами это именно,1
части наших граждан,1
значительной части наших,1
доходы значительной части,1
низкие доходы значительной,1
это низкие доходы,1
будущему это низкие,1
демографическому будущему это,1
низкими доходами это,1
это именно семьи,1
января текущего года,1
родителя доход семьи,1
приняли января текущего,1
решения приняли января,1
какие решения приняли,1
скромный какие решения,1
очень скромный какие,1
семьи очень скромный,1
доход семьи очень,1
оба родителя доход,1
именно семьи детьми,1
один оба родителя,1
работает один оба,1
часто работает один,1
знаете часто работает,1
это знаете часто,1
детьми это знаете,1
семьи детьми это,1
всех хочу это,1
это подчеркнуть принимаемых,1
подчеркнуть принимаемых нами,1
справки направления сходу,1
интернет прошу общероссийский,1
скоростной интернет прошу,1
оборудование скоростной интернет,1
современное оборудование скоростной,1
использовать современное оборудование,1
людям использовать современное,1
помощь людям использовать,1
реальную помощь людям,1
оказывать реальную помощь,1
возможность оказывать реальную,1
должна возможность оказывать,1
местах должна возможность,1
специалистов местах должна,1
райцентры специалистов местах,1
людей райцентры специалистов,1
спроваживать людей райцентры,1
сходу спроваживать людей,1
прошу общероссийский народный,1
общероссийский народный фронт,1
народный фронт взять,1
июля запущена программа,1
предстоит отремонтировать оборудовать,1
здравоохранения предстоит отремонтировать,1
звена здравоохранения предстоит,1
первичного звена здравоохранения,1
модернизации первичного звена,1
программа модернизации первичного,1
запущена программа модернизации,1
также июля запущена,1
фронт взять контроль,1
фапов также июля,1
ремонта фапов также,1
строительства ремонта фапов,1
оснащения строительства ремонта,1
ход оснащения строительства,1
контроль ход оснащения,1
взять контроль ход,1
направления сходу спроваживать,1
выписывать справки направления,1
оборудовать новой техникой,1
том выписывать справки,1
должны полном объеме,1
году должны полном,1
проблем году должны,1
людей проблем году,1
чувствительных людей проблем,1
сложных чувствительных людей,1
всего сложных чувствительных,1
именно всего сложных,1
семья именно всего,1
каждая семья именно,1
человек каждая семья,1
каждый человек каждая,1
соприкасается каждый человек,1
которым соприкасается каждый,1
здравоохранения которым соприкасается,1
звене здравоохранения которым,1
первичном звене здравоохранения,1
полном объеме предусмотрено,1
объеме предусмотрено профильном,1
предусмотрено профильном национальном,1
значит проблемы фапами,1
работы том выписывать,1
смысл работы том,1
подчеркнуть смысл работы,1
хочу подчеркнуть смысл,1
решены хочу подчеркнуть,1
фапами решены хочу,1
проблемы фапами решены,1
это значит проблемы,1
профильном национальном проекте,1
пунктов это значит,1
фельдшерскоакушерских пунктов это,1
сети фельдшерскоакушерских пунктов,1
развертывание сети фельдшерскоакушерских,1
завершить развертывание сети,1
проекте завершить развертывание,1
национальном проекте завершить,1
отремонтировать оборудовать новой,1
новой техникой поликлиники,1
эта система постоянно,1
числе служебное жилье,1
приоритетном порядке первичное,1
специалистами приоритетном порядке,1
обеспечены специалистами приоритетном,1
должны обеспечены специалистами,1
уровни должны обеспечены,1
году уровни должны,1
здравоохранения году уровни,1
ключевой здравоохранения году,1
кадров ключевой здравоохранения,1
привлечения кадров ключевой,1
подготовки привлечения кадров,1
вопрос подготовки привлечения,1
строительства вопрос подготовки,1
жилищного строительства вопрос,1
индивидуального жилищного строительства,1
поддержку индивидуального жилищного,1
жилье поддержку индивидуального,1
порядке первичное звено,1
первичное звено связи,1
звено связи предлагаю,1
вузы медицинским специальностям,1
бюджетных мест станут,1
процентов бюджетных мест,1
дело процентов бюджетных,1
лечебное дело процентов,1
специальности лечебное дело,1
специальностям специальности лечебное,1
медицинским специальностям специальности,1
приема вузы медицинским,1
связи предлагаю новом,1
порядок приема вузы,1
изменить порядок приема,1
существенно изменить порядок,1
году существенно изменить,1
учебном году существенно,1
новом учебном году,1
предлагаю новом учебном,1
служебное жилье поддержку,1
механизмы числе служебное,1
техникой поликлиники районные,1
использовать механизмы числе,1
это федеральные ресурсы,1
процентов это федеральные,1
рублей процентов это,1
миллиардов рублей процентов,1
выделили миллиардов рублей,1
дополнительно выделили миллиардов,1
задач дополнительно выделили,1
этих задач дополнительно,1
решение этих задач,1
страны решение этих,1
регионах страны решение,1
помощи регионах страны,1
скорой помощи регионах,1
станции скорой помощи,1
больницы станции скорой,1
районные больницы станции,1
поликлиники районные больницы,1
федеральные ресурсы очередь,1
ресурсы очередь прошу,1
очередь прошу субъекты,1
проблем врачей фельдшеров,1
городах использовать механизмы,1
малых городах использовать,1
поселках малых городах,1
селах поселках малых,1
особенно селах поселках,1
фельдшеров особенно селах,1
врачей фельдшеров особенно,1
жилищных проблем врачей,1
прошу субъекты федерации,1
решением жилищных проблем,1
заняться решением жилищных,1
вплотную заняться решением,1
резервы вплотную заняться,1
найти резервы вплотную,1
федерации найти резервы,1
субъекты федерации найти,1
усилия первичном звене,1
сконцентрировать усилия первичном,1
нужно сконцентрировать усилия,1
здравоохранения особенности программам,1
достиг исторического минимума,1
россии достиг исторического,1
смертности россии достиг,1
младенческой смертности россии,1
уровень младенческой смертности,1
здоровья уровень младенческой,1
детского здоровья уровень,1
материнского детского здоровья,1
детства материнского детского,1
материнства детства материнского,1
охране материнства детства,1
также охране материнства,1
помощи также охране,1
высокотехнологичной помощи также,1
числе высокотехнологичной помощи,1
специализированной числе высокотехнологичной,1
программам специализированной числе,1
исторического минимума показатель,1
минимума показатель лучше,1
показатель лучше ряде,1
развитых государствах весьма,1
национальных систем здравоохранения,1
своих национальных систем,1
состояние своих национальных,1
оценивает состояние своих,1
критически оценивает состояние,1
весьма критически оценивает,1
государствах весьма критически,1
многих развитых государствах,1
лучше ряде европейских,1
общество многих развитых,1
том общество многих,1
осведомлен том общество,1
прекрасно осведомлен том,1
стран прекрасно осведомлен,1
европейских стран прекрасно,1
ряде европейских стран,1
особенности программам специализированной,1
системе здравоохранения особенности,1
нам нужно сконцентрировать,1
всей системе здравоохранения,1
лет больше году,1
восемь лет больше,1
года восемь лет,1
превысила года восемь,1
россии превысила года,1
жизни россии превысила,1
продолжительность жизни россии,1
ожидаемая продолжительность жизни,1
истории ожидаемая продолжительность,1
впервые истории ожидаемая,1
году впервые истории,1
прошлом году впервые,1
коллеги прошлом году,1
уважаемые коллеги прошлом,1
дальше уважаемые коллеги,1
развиваться дальше уважаемые,1
постоянно развиваться дальше,1
больше году это,1
году это результат,1
это результат социальных,1
ценностей здорового образа,1
принадлежит всей системе,1
вклад принадлежит всей,1
значимый вклад принадлежит,1
конечно значимый вклад,1
жизни конечно значимый,1
образа жизни конечно,1
здорового образа жизни,1
продвижения ценностей здорового,1
результат социальных экономических,1
спорта продвижения ценностей,1
массового спорта продвижения,1
развития массового спорта,1
стране развития массового,1
изменений стране развития,1
экономических изменений стране,1
социальных экономических изменений,1
систем здравоохранения многие,1
здравоохранения многие знаете,1
многие знаете вообще,1
знаете вообще каждой,1
выросла средняя продолжительность,1
насколько выросла средняя,1
интересует насколько выросла,1
мало интересует насколько,1
специалиста мало интересует,1
узкого специалиста мало,1
приема узкого специалиста,1
ждать приема узкого,1
неделями ждать приема,1
очереди неделями ждать,1
день очереди неделями,1
целый день очереди,1
тратить целый день,1
поликлинику тратить целый,1
километров поликлинику тратить,1
десятки километров поликлинику,1
ехать десятки километров,1
средняя продолжительность стране,1
продолжительность стране думает,1
стране думает своей,1
всяких препятствий получить,1
поэтому нам нужно,1
помощь поэтому нам,1
медицинскую помощь поэтому,1
своевременную медицинскую помощь,1
качественную своевременную медицинскую,1
получить качественную своевременную,1
препятствий получить качественную,1
безо всяких препятствий,1
думает своей жизни,1
том безо всяких,1
здоровье том безо,1
своем здоровье том,1
понятно своем здоровье,1
это понятно своем,1
жизни это понятно,1
своей жизни это,1
вынужден ехать десятки,1
который вынужден ехать,1
человека который вынужден,1
систему здравоохранения смотрелась,1
то нам удалось,1
менее то нам,1
выстроенной менее то,1
нас выстроенной менее,1
отсюда нас выстроенной,1
смотрелась отсюда нас,1
здравоохранения смотрелась отсюда,1
критикуют систему здравоохранения,1
удалось сделать сфере,1
граждане критикуют систему,1
стране граждане критикуют,1
каждой стране граждане,1
почти каждой стране,1
стране почти каждой,1
каждой стране почти,1
вообще каждой стране,1
нам удалось сделать,1
сделать сфере здравоохранения,1
показателям человека который,1
результатов однако повторю,1
цифрам показателям человека,1
же цифрам показателям,1
судят же цифрам,1
люди судят же,1
здравоохранении люди судят,1
повторю здравоохранении люди,1
однако повторю здравоохранении,1
добиваться результатов однако,1
сфере здравоохранения показывает,1
способны добиваться результатов,1
цели способны добиваться,1
определенные цели способны,1
собой определенные цели,1
ставим собой определенные,1
показывает ставим собой,1
здравоохранения показывает ставим,1
мест станут целевыми,1
станут целевыми специальности,1
целевыми специальности педиатрия,1
отладить работу люди,1
качества лекарственных препаратов,1
контроль качества лекарственных,1
изменится контроль качества,1
существенно изменится контроль,1
достать существенно изменится,1
легально достать существенно,1
невозможно легально достать,1
лекарства невозможно легально,1
нужные лекарства невозможно,1
ситуации нужные лекарства,1
безвыходной ситуации нужные,1
оказывались безвыходной ситуации,1
детей оказывались безвыходной,1
больных детей оказывались,1
родители больных детей,1
особенно родители больных,1
люди особенно родители,1
лекарственных препаратов усилен,1
препаратов усилен фармпредприятиях,1
усилен фармпредприятиях этапах,1
последние годы сосредоточили,1
упоминал федеральный бюджет,1
устойчивости упоминал федеральный,1
макроэкономической устойчивости упоминал,1
укреплении макроэкономической устойчивости,1
усилия укреплении макроэкономической,1
сосредоточили усилия укреплении,1
годы сосредоточили усилия,1
коллеги последние годы,1
фармпредприятиях этапах обращения,1
уважаемые коллеги последние,1
сетях уважаемые коллеги,1
аптечных сетях уважаемые,1
числе аптечных сетях,1
лекарств числе аптечных,1
обращения лекарств числе,1
этапах обращения лекарств,1
работу люди особенно,1
сроки отладить работу,1
году должен заработать,1
кратчайшие сроки отладить,1
было также приняты,1
путаницы было также,1
льготе путаницы было,1
региональной льготе путаницы,1
федеральной региональной льготе,1
скидкой федеральной региональной,1
большой скидкой федеральной,1
бесплатно большой скидкой,1
человеку бесплатно большой,1
предоставляются человеку бесплатно,1
которые предоставляются человеку,1
препаратов которые предоставляются,1
получателей препаратов которые,1
регистр получателей препаратов,1
сквозной регистр получателей,1
единый сквозной регистр,1
заработать единый сквозной,1
также приняты законодательные,1
приняты законодательные решения,1
законодательные решения которые,1
препараты которые пока,1
правительство кратчайшие сроки,1
прошу правительство кратчайшие,1
разрешения прошу правительство,1
официального разрешения прошу,1
имеют официального разрешения,1
пока имеют официального,1
которые пока имеют,1
специальные препараты которые,1
решения которые позволят,1
отдельные специальные препараты,1
россию отдельные специальные,1
ввозить россию отдельные,1
централизованно ввозить россию,1
официально централизованно ввозить,1
позволят официально централизованно,1
которые позволят официально,1
федеральный бюджет вновь,1
бюджет вновь стал,1
вновь стал профицитным,1
стал профицитным наши,1
составила процента это,1
инфляция составила процента,1
года инфляция составила,1
прошлого года инфляция,1
итогам прошлого года,1
стабилизация итогам прошлого,1
ценовая стабилизация итогам,1
стала ценовая стабилизация,1
россии стала ценовая,1
банка россии стала,1
правительства банка россии,1
работы правительства банка,1
последовательной работы правительства,1
результатом последовательной работы,1
зыбким результатом последовательной,1
оказался зыбким результатом,1
фундамент оказался зыбким,1
процента это ниже,1
это ниже установленного,1
ниже установленного ориентира,1
выросли больше общем,1
низком уровне ситуация,1
предсказуемо низком уровне,1
находится предсказуемо низком,1
инфляция находится предсказуемо,1
повторю инфляция находится,1
общем повторю инфляция,1
больше общем повторю,1
года послание президента,1
установленного ориентира четыре,1
услуги цены выросли,1
товары услуги цены,1
отдельные товары услуги,1
да отдельные товары,1
процента да отдельные,1
четыре процента да,1
ориентира четыре процента,1
было фундамент оказался,1
безопасности было фундамент,1
подушки безопасности было,1
долг говорю какихто,1
это подчеркнуть прямо,1
прямо хочу это,1
показателях прямо хочу,1
отвлеченных показателях прямо,1
абстрактных отвлеченных показателях,1
какихто абстрактных отвлеченных,1
говорю какихто абстрактных,1
внешний долг говорю,1
прямо связаны жизнью,1
совокупный внешний долг,1
покрывают совокупный внешний,1
уверенно покрывают совокупный,1
резервы уверенно покрывают,1
государственные резервы уверенно,1
наши государственные резервы,1
профицитным наши государственные,1
подчеркнуть прямо связаны,1
связаны жизнью каждого,1
подобной подушки безопасности,1
видим какими проблемами,1
государств подобной подушки,1
тех государств подобной,1
граждане тех государств,1
сталкиваются граждане тех,1
потрясениями сталкиваются граждане,1
проблемами потрясениями сталкиваются,1
какими проблемами потрясениями,1
людьми видим какими,1
жизнью каждого человека,1
обязательств людьми видим,1
социальных обязательств людьми,1
выполнением социальных обязательств,1
стране выполнением социальных,1
нашей стране выполнением,1
человека нашей стране,1
каждого человека нашей,1
должен заработать единый,1
текущем году должен,1
специальности педиатрия процентов,1
будут иметь врачи,1
года начнет поэтапно,1
договаривались года начнет,1
наконец договаривались года,1
центров наконец договаривались,1
медицинских центров наконец,1
федеральных медицинских центров,1
предусмотреть федеральных медицинских,1
обучение предусмотреть федеральных,1
целевое обучение предусмотреть,1
естественно целевое обучение,1
селе естественно целевое,1
особенно селе естественно,1
звене особенно селе,1
первичном звене особенно,1
работы первичном звене,1
стажем работы первичном,1
врачи стажем работы,1
начнет поэтапно внедряться,1
поэтапно внедряться новая,1
внедряться новая система,1
правилах установлением фиксированной,1
единым всей страны,1
плате единым всей,1
заработной плате единым,1
окладов заработной плате,1
доли окладов заработной,1
фиксированной доли окладов,1
установлением фиксированной доли,1
понятных правилах установлением,1
новая система оплаты,1
справедливых понятных правилах,1
прозрачных справедливых понятных,1
основанная прозрачных справедливых,1
здравоохранении основанная прозрачных,1
труда здравоохранении основанная,1
оплаты труда здравоохранении,1
система оплаты труда,1
иметь врачи стажем,1
преимущество будут иметь,1
повторяться текущем году,1
поступлении преимущество будут,1
будущим выпускникам специалисты,1
трудоустройства будущим выпускникам,1
гарантию трудоустройства будущим,1
предоставить гарантию трудоустройства,1
должны предоставить гарантию,1
очередь должны предоставить,1
федерации очередь должны,1
российской федерации очередь,1
регионов российской федерации,1
заявкам регионов российской,1
формироваться заявкам регионов,1
будут формироваться заявкам,1
прием будут формироваться,1
целевой прием будут,1
квоты целевой прием,1
процентов квоты целевой,1
педиатрия процентов квоты,1
выпускникам специалисты приходили,1
специалисты приходили работу,1
приходили работу именно,1
самым дефицитным направлениям,1
причем поступлении преимущество,1
обучение причем поступлении,1
целевое обучение причем,1
стопроцентное целевое обучение,1
установить стопроцентное целевое,1
направлениям установить стопроцентное,1
дефицитным направлениям установить,1
предлагаю самым дефицитным,1
работу именно туда,1
ординатуры предлагаю самым,1
касается ординатуры предлагаю,1
люди касается ординатуры,1
ждут люди касается,1
помощи ждут люди,1
туда помощи ждут,1
именно туда помощи,1
всей страны перечнем,1
страны перечнем компенсационных,1
перечнем компенсационных выплат,1
компенсационных выплат стимулирующих,1
речь шла закупке,1
так речь шла,1
рассуждать так речь,1
позволяли рассуждать так,1
чиновники позволяли рассуждать,1
некоторые чиновники позволяли,1
сорванными некоторые чиновники,1
фактически сорванными некоторые,1
оказались фактически сорванными,1
закупки оказались фактически,1
лекарств закупки оказались,1
поставками лекарств закупки,1
перебои поставками лекарств,1
регионов перебои поставками,1
ряде регионов перебои,1
году ряде регионов,1
прошлом году ряде,1
шла закупке канцтоваров,1
закупке канцтоваров беда,1
канцтоваров беда объявим,1
жизненно необходимых лекарств,1
должны повторяться текущем,1
ситуации должны повторяться,1
такие ситуации должны,1
внимание такие ситуации,1
обращаю внимание такие,1
лекарств обращаю внимание,1
необходимых лекарств обращаю,1
подчас жизненно необходимых,1
беда объявим новые,1
важных подчас жизненно,1
крайне важных подчас,1
оставались крайне важных,1
людито оставались крайне,1
конкурсы людито оставались,1
новые конкурсы людито,1
объявим новые конкурсы,1
знаю прошлом году,1
потерять знаю прошлом,1
случае потерять знаю,1
значительных ресурсов вернетесь,1
это большие деньги,1
пункту это большие,1
каждому пункту это,1
начал каждому пункту,1
тому начал каждому,1
вернетесь тому начал,1
ресурсов вернетесь тому,1
требует значительных ресурсов,1
деньги связи прошу,1
целей требует значительных,1
заявленных целей требует,1
реализация заявленных целей,1
понимаю реализация заявленных,1
надбавок понимаю реализация,1
стимулирующих надбавок понимаю,1
выплат стимулирующих надбавок,1
большие деньги связи,1
связи прошу правительство,1
коем случае потерять,1
устойчивости это наше,1
годы коем случае,1
последние годы коем,1
достигли последние годы,1
которого достигли последние,1
преимущество которого достигли,1
наше преимущество которого,1
это наше преимущество,1
бюджетной устойчивости это,1
прошу правительство вернуться,1
сохранении бюджетной устойчивости,1
развития сохранении бюджетной,1
нашего развития сохранении,1
приоритетов нашего развития,1
определению приоритетов нашего,1
вернуться определению приоритетов,1
правительство вернуться определению,1
система постоянно развиваться,1
олимпиад эта система,1
принимаемых нами мер,1
должна сказываться комфорте,1
мест внести необходимые,1
школьных мест внести,1
дополнительных школьных мест,1
необходимо дополнительных школьных,1
сколько необходимо дополнительных,1
определить сколько необходимо,1
факторов определить сколько,1
других факторов определить,1
демографического других факторов,1
учетом демографического других,1
регионами учетом демографического,1
совместно регионами учетом,1
правительство совместно регионами,1
прошу правительство совместно,1
обучения прошу правительство,1
качестве обучения прошу,1
комфорте качестве обучения,1
внести необходимые изменения,1
необходимые изменения национальный,1
изменения национальный проект,1
эффективно использовать образовательную,1
возможности современных технологий,1
целей возможности современных,1
этих целей возможности,1
инфраструктуру этих целей,1
другую инфраструктуру этих,1
образовательную другую инфраструктуру,1
использовать образовательную другую,1
школы эффективно использовать,1
национальный проект образование,1
строить школы эффективно,1
решения строить школы,1
гибкие решения строить,1
искать гибкие решения,1
нужно искать гибкие,1
образование нужно искать,1
проект образование нужно,1
сказываться комфорте качестве,1
ситуация должна сказываться,1
технологий интересах обучения,1
такая ситуация должна,1
видим прямое доказательство,1
практике видим прямое,1
однако практике видим,1
нецелесообразно однако практике,1
развитие нецелесообразно однако,1
демографическое развитие нецелесообразно,1
ресурсы демографическое развитие,1
большие ресурсы демографическое,1
выделять большие ресурсы,1
трудно выделять большие,1
демографии трудно выделять,1
процессы демографии трудно,1
объективные процессы демографии,1
повлиять объективные процессы,1
полагают повлиять объективные,1
некоторые полагают повлиять,1
году некоторые полагают,1
прямое доказательство обратного,1
доказательство обратного именно,1
обратного именно меры,1
наши ожидания замечательно,1
вместе такая ситуация,1
детей вместе такая,1
вновь детей вместе,1
школах вновь детей,1
наших школах вновь,1
замечательно наших школах,1
ожидания замечательно наших,1
смелые наши ожидания,1
именно меры поддержки,1
самые смелые наши,1
превосходит самые смелые,1
результат превосходит самые,1
работают результат превосходит,1
семей работают результат,1
поддержки семей работают,1
меры поддержки семей,1
современных технологий интересах,1
интересах обучения детей,1
конкурсов олимпиад эта,1
развивается сеть детских,1
рамках национального проекта,1
творчества рамках национального,1
видами творчества рамках,1
другими видами творчества,1
живописью другими видами,1
музыкой живописью другими,1
занятий музыкой живописью,1
условия занятий музыкой,1
стать условия занятий,1
должны стать условия,1
современными должны стать,1
такими современными должны,1
центров такими современными,1
кружков центров такими,1
инженерных кружков центров,1
технических инженерных кружков,1
детских технических инженерных,1
национального проекта культура,1
проекта культура выделяется,1
культура выделяется миллиардов,1
проблема гораздо шире,1
учебные заведения обветшали,1
такие учебные заведения,1
размещены такие учебные,1
помещений размещены такие,1
тысячи помещений размещены,1
шире тысячи помещений,1
гораздо шире тысячи,1
искусств проблема гораздо,1
выделяется миллиардов рублей,1
школ искусств проблема,1
детских школ искусств,1
инструменты детских школ,1
музыкальные инструменты детских,1
оборудование музыкальные инструменты,1
рублей оборудование музыкальные,1
миллиардов рублей оборудование,1
сеть детских технических,1
динамично развивается сеть,1
обучения детей практически,1
ребенка динамично развивается,1
объеме приступить цифровой,1
полном объеме приступить,1
позволит полном объеме,1
интернет позволит полном,1
высокоскоростной интернет позволит,1
сеть высокоскоростной интернет,1
доступ сеть высокоскоростной,1
просто доступ сеть,1
получить просто доступ,1
должны получить просто,1
году должны получить,1
интернету году должны,1
подключены интернету году,1
россии подключены интернету,1
школы россии подключены,1
практически школы россии,1
детей практически школы,1
приступить цифровой трансформации,1
цифровой трансформации отечественной,1
трансформации отечественной школы,1
внедрять индивидуальные подходы,1
каждого ребенка динамично,1
способностей каждого ребенка,1
раскрытие способностей каждого,1
направленные раскрытие способностей,1
обучению направленные раскрытие,1
подходы обучению направленные,1
индивидуальные подходы обучению,1
программам внедрять индивидуальные,1
отечественной школы обеспечить,1
образовательным программам внедрять,1
передовым образовательным программам,1
учеников передовым образовательным,1
педагогов учеников передовым,1
доступ педагогов учеников,1
обеспечить доступ педагогов,1
школы обеспечить доступ,1
больше году некоторые,1
миллионов больше году,1
школьников миллионов больше,1
дали результат дали,1
важно восприняли подлинные,1
очень важно восприняли,1
школах очень важно,1
учатся школах очень,1
сад учатся школах,1
детский сад учатся,1
ходят детский сад,1
которые ходят детский,1
ребята которые ходят,1
это ребята которые,1
